"movieid","titre","summary","certificat","duration","poster","directors","writers","stars"
3261,Singles,A group of twenty-something friends search for love and success in grunge-era Seattle.,Tous publics,"1h 39m",https://m.media-amazon.com/images/M/MV5BZmJiNjcxYTItYmZhZC00ZWNiLWE2YTQtNjI3Zjk0MGVlNGFjXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_FMjpg_UX782_.jpg,Cameron Crowe,Cameron Crowe,Bridget Fonda|Campbell Scott|Kyra Sedgwick
6911,Le roman d'Al Jolson,"This movie shows the idealized career of the singer Al Jolson, a little Jewish boy who goes against the will of his father in order to be in showbiz. He becomes a star, falls in love with a non-Jewish dancer, and marries her. In the end he chooses success on the stage.",Tous publics,"2h 8m",https://m.media-amazon.com/images/M/MV5BMGY5ODk1YzEtMDcxMi00MTUxLWIxZGYtYTZjZmYyZTg0ZWFiXkEyXkFqcGdeQXVyMzk3NTUwOQ@@._V1_FMjpg_UX1240_.jpg,Alfred E. Green,Sidney Buchman|Harry Chandlee|Stephen Longstreet,Larry Parks|Evelyn Keyes|William Demarest
33725,Frankie Wilde,A famous DJ in the Ibiza club scene finds the alcohol and drug-fueled party that is his life threatened by the progressive loss of his hearing.,R,"1h 30m",https://m.media-amazon.com/images/M/MV5BMTQ0MTM5NjI1OV5BMl5BanBnXkFtZTcwOTQ5NTgyMQ@@._V1_FMjpg_UX450_.jpg,Michael Dowse,Michael Dowse,Paul Kaye|Beatriz Batarda|Kate Magowan
184721,Sur le chemin de la rédemption,"A minister of a small congregation in upstate New York grapples with mounting despair brought on by tragedy, worldly concerns and a tormented past.","10","1h 53m",https://m.media-amazon.com/images/M/MV5BNmM2N2YyN2QtM2RlYi00NWUwLTk5OWMtNDBmNjcxMGRlODgxXkEyXkFqcGdeQXVyMTA4NjE0NjEy._V1_FMjpg_UX566_.jpg,Paul Schrader,Paul Schrader,Ethan Hawke|Amanda Seyfried|Cedric The Entertainer
356,Forrest Gump,"The history of the United States from the 1950s to the '70s unfolds from the perspective of an Alabama man with an IQ of 75, who yearns to be reunited with his childhood sweetheart.",Tous publics,"2h 22m",https://m.media-amazon.com/images/M/MV5BOGNmODczZDgtOGI3ZS00NDRkLTk4NDQtM2FjZGY5ZmUxNjk5XkEyXkFqcGdeQXVyMTYzMDM0NTU@._V1_FMjpg_UX220_.jpg,Robert Zemeckis,Winston Groom|Eric Roth,Tom Hanks|Robin Wright|Gary Sinise
26002,Monsieur Arkadin - Dossier secret,"An elusive billionaire hires an American smuggler to investigate his past, leading to a dizzying descent into a cold-war European landscape.",Tous publics,"1h 33m",https://m.media-amazon.com/images/M/MV5BZDM2MjVlMjQtODk1Ni00MDcxLWIxYzYtNjk2ODFlOWFiY2Y2XkEyXkFqcGdeQXVyNzA4ODc3ODU@._V1_FMjpg_UX642_.jpg,Orson Welles,Orson Welles,Orson Welles|Peter van Eyck|Michael Redgrave
5477,Lucia et le sexe,"Various lives converge on an isolated island, all connected by an author whose novel has become inextricably entwined with his own life.","12","2h 8m",https://m.media-amazon.com/images/M/MV5BZDIxM2I5OTgtM2E0MC00MDc2LTgxM2QtMDRlNzZkMzQ5NzJiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_FMjpg_UX580_.jpg,Julio Medem,Julio Medem,Paz Vega|Tristán Ulloa|Najwa Nimri
121253,The Town That Dreaded Sundown,"65 years after a masked serial killer terrorized the small town of Texarkana, the so-called ""moonlight murders"" begin again. Is it a copycat or something even more sinister? A lonely high-school girl may be the key to catching him.",R,"1h 26m",https://m.media-amazon.com/images/M/MV5BMjEyOTIzMzM5NV5BMl5BanBnXkFtZTgwNTkxOTU3MjE@._V1_FMjpg_UX1280_.jpg,Alfonso Gomez-Rejon,Roberto Aguirre-Sacasa|Earl E. Smith,Addison Timlin|Veronica Cartwright|Anthony Anderson
6999,Fais comme chez toi,"Con artist Gwen moves into Newton's empty home without his knowledge and begins setting up house, posing as his new wife.",Tous publics,"1h 42m",https://m.media-amazon.com/images/M/MV5BZGJiNTllMzAtYzk2Yy00NmNhLWJhZjctMmJmNDA5ZmE3YmQxXkEyXkFqcGdeQXVyMTc4ODk2MQ@@._V1_FMjpg_UX835_.jpg,Frank Oz,Mark Stein|Brian Grazer,Steve Martin|Goldie Hawn|Dana Delany
6810,Les nuits avec mon ennemi,"A young woman fakes her own death in an attempt to escape her nightmarish marriage, but discovers it is impossible to elude her controlling husband.",Tous publics,"1h 39m",https://m.media-amazon.com/images/M/MV5BZDVjOGNiMWQtYzYyOS00MjIyLThkMDMtYWNiMjY4NmFiOTkwXkEyXkFqcGdeQXVyNjYyMTYxMzk@._V1_FMjpg_UX680_.jpg,Joseph Ruben,Nancy Price|Ron Bass,Julia Roberts|Patrick Bergin|Kevin Anderson
885,Bogus,"Recently orphaned, a young boy is taken in by his godmother who is shocked to realize that she can see the boy's imaginary friend: a flamboyant, French magician named Bogus.",Tous publics,"1h 50m",https://m.media-amazon.com/images/M/MV5BYzYwNjhmZmUtZDNjZi00NWZiLTlkYzctMTRmYTg5ZTYyYTZlXkEyXkFqcGdeQXVyNDQ0MTYzMDA@._V1_FMjpg_UY720_.jpg,Norman Jewison,Jeff Rothberg|Francis X. McCarthy Jr.|Alvin Sargent,Whoopi Goldberg|Gérard Depardieu|Haley Joel Osment
36289,Astérix & Obélix contre César,Inhabitants of the last unconquered village in Gaul (ancient France) use a magical potion to hold their independence from Roman invaders.,Tous publics,"1h 49m",https://m.media-amazon.com/images/M/MV5BYjI0N2Q0NmQtNjc4Ny00MDRmLTgyYTgtNGI5OWJlYzNiYjg0XkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_FMjpg_UX393_.jpg,Claude Zidi|Olaf Wijnants,René Goscinny|Albert Uderzo|Claude Zidi,Christian Clavier|Gérard Depardieu|Roberto Benigni
27728,Ghost in the Shell 2: Innocence,"In the year 2032, Batô, a cyborg detective for the anti-terrorist unit Public Security Section 9, investigates the case of a female robot--one created solely for sexual pleasure--who slaughtered her owner.",Tous publics,"1h 40m",https://m.media-amazon.com/images/M/MV5BZjlkYWVlMjQtMGY3Zi00MWYxLTkxYTItODBkNGUyOWJjMjhjXkEyXkFqcGdeQXVyMTIyNzY1NzM@._V1_FMjpg_UX550_.jpg,Naoko Kusumi|Mizuho Nishikubo|Mamoru Oshii,Shirow Masamune|Mamoru Oshii|Richard Epcar,Akio Ôtsuka|Atsuko Tanaka|Tamio Ôki
3840,Pumpkinhead : Le Démon d'Halloween,"After a tragic accident, a man conjures up a towering, vengeful demon called Pumpkinhead to destroy a group of unsuspecting teenagers.",R,"1h 26m",https://m.media-amazon.com/images/M/MV5BZTY1MWNkOTktNjIyMC00NDEzLWI5MGEtNWYxOTNmYjc2MzNmXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_FMjpg_UY720_.jpg,Stan Winston,Ed Justin|Mark Patrick Carducci|Stan Winston,Lance Henriksen|Jeff East|John D'Aquino
1517,Austin Powers,A world-class playboy and part-time secret agent from the 1960s emerges after thirty years in a cryogenic state to battle with his nemesis Dr. Evil.,Tous publics,"1h 34m",https://m.media-amazon.com/images/M/MV5BYTJkMDc5YzItMDA5Ny00M2Q0LWFjNzQtOGZiNjg0NGIyYjFmXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_FMjpg_UX985_.jpg,Jay Roach,Mike Myers,Mike Myers|Elizabeth Hurley|Michael York
1382,Désigné pour mourir,A retired DEA agent is out to hunt down and take out a Jamaican drug posse that has targeted he and his family for murder.,Tous publics,"1h 33m",https://m.media-amazon.com/images/M/MV5BZDJmYjE3M2QtYTQ3Ni00ZGI4LTg3NTUtMmEzZWMzMzA2ZDAxXkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_FMjpg_UX514_.jpg,Dwight H. Little,Michael Grais|Mark Victor,Steven Seagal|Joanna Pacula|Basil Wallace
1942,Les fous du roi,"The rise and fall of a corrupt politician, who makes his friends richer and retains power by dint of a populist appeal.",Approved,"1h 50m",https://m.media-amazon.com/images/M/MV5BY2QxMDYzMjctMzcyZi00MjY5LWIxZjEtZTdkODcwN2Q1NjM5XkEyXkFqcGdeQXVyNjEwMTA0NTc@._V1_FMjpg_UX720_.jpg,Robert Rossen,Robert Penn Warren|Robert Rossen,Broderick Crawford|John Ireland|Joanne Dru
110127,Noé,Noah is chosen by God to undertake a momentous mission before an apocalyptic flood cleanses the world.,Tous publics,"2h 18m",https://m.media-amazon.com/images/M/MV5BNjgxMWNiZTUtNDc5Ny00NDg0LTk1ODYtMDI1Y2U2ZTZlYjQ4XkEyXkFqcGdeQXVyMTYzMDM0NTU@._V1_FMjpg_UX1013_.jpg,Darren Aronofsky,Darren Aronofsky|Ari Handel,Russell Crowe|Jennifer Connelly|Anthony Hopkins
3739,Haute pègre,A gentleman thief and a lady pickpocket join forces to con a beautiful perfume company owner. Romantic entanglements and jealousies confuse the scheme.,Tous publics,"1h 23m",https://m.media-amazon.com/images/M/MV5BYjcyZmNiMzEtOTZiNC00MDg4LWFmYWMtMmUyYTc0NjgwYzk3XkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_FMjpg_UX300_.jpg,Ernst Lubitsch,Samson Raphaelson|Grover Jones|Aladár László,Miriam Hopkins|Kay Francis|Herbert Marshall
166528,Rogue One: A Star Wars story,"In a time of conflict, a group of unlikely heroes band together on a mission to steal the plans to the Death Star, the Empire's ultimate weapon of destruction.",Tous publics,"2h 13m",https://m.media-amazon.com/images/M/MV5BMjEwMzMxODIzOV5BMl5BanBnXkFtZTgwNzg3OTAzMDI@._V1_FMjpg_UX864_.jpg,Gareth Edwards,Chris Weitz|Tony Gilroy|John Knoll,Felicity Jones|Diego Luna|Alan Tudyk
6773,Les triplettes de Belleville,"When her grandson is kidnapped during the Tour de France, Madame Souza and her beloved pooch Bruno team up with the Belleville Sisters--an aged song-and-dance team from the days of Fred Astaire--to rescue him.",Tous publics,"1h 20m",https://m.media-amazon.com/images/M/MV5BN2U0MjNhMjktYWY3NS00MTMwLTllMmItOTkxMzE1MmEzZGVjXkEyXkFqcGdeQXVyMTI3MDk3MzQ@._V1_FMjpg_UX977_.jpg,Sylvain Chomet,Sylvain Chomet,Michèle Caucheteux|Jean-Claude Donda|Michel Robin
4091,L'amour ne s'achète pas,An outcast secretly pays the most popular girl in school one thousand dollars to pretend to be his girlfriend for a month.,Tous publics,"1h 34m",https://m.media-amazon.com/images/M/MV5BMjFjYTFjMmUtZjNiYS00MWFhLWJjMjQtYmUzMTI4MWU0MjkwXkEyXkFqcGdeQXVyMTM2ODk1OTQ@._V1_FMjpg_UX867_.jpg,Steve Rash,Michael Swerdlick,Patrick Dempsey|Amanda Peterson|Courtney Gains
7155,Calendar Girls,A Women's Institute chapter's fundraising effort for a local hospital by posing nude for a calendar becomes a media sensation.,Tous publics,"1h 48m",https://m.media-amazon.com/images/M/MV5BNTU0NDU3NDEyMV5BMl5BanBnXkFtZTcwNDU0MDk5Nw@@._V1_FMjpg_UY720_.jpg,Nigel Cole,Juliette Towhidi|Tim Firth,Helen Mirren|Julie Walters|Penelope Wilton
66171,Push,Two young Americans with special abilities must race to find a girl in Hong Kong before a shadowy government organization called Division does.,Tous publics,"1h 51m",https://m.media-amazon.com/images/M/MV5BZDVjNmYwNDYtZTg5YS00NzAzLThjYWYtYjY5YmE2YWQ5NzlkXkEyXkFqcGdeQXVyODIyOTEyMzY@._V1_FMjpg_UX883_.jpg,Paul McGuigan,David Bourla,Camilla Belle|Dakota Fanning|Chris Evans
102720,Epic: La bataille du royaume secret,A teenager finds herself transported to a deep forest setting where a battle between the forces of good and evil is taking place. She bands together with a ragtag group of characters to save their world--and ours.,Tous publics,"1h 42m",https://m.media-amazon.com/images/M/MV5BMTgyNDYwNzE5NV5BMl5BanBnXkFtZTcwMzUyODM5OA@@._V1_FMjpg_UY720_.jpg,Chris Wedge,James V. Hart|William Joyce|Daniel Shere,Amanda Seyfried|Josh Hutcherson|Beyoncé
2563,La courtisane,"A Venetian courtesan becomes a hero to her city, but later becomes the target of an inquisition by the Church for witchcraft.",Tous publics,"1h 51m",https://m.media-amazon.com/images/M/MV5BMzQzMDlmYjgtZTcyNy00YTg5LTk5OGUtMmY1YWY4YmE0MjQyXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_FMjpg_UX509_.jpg,Marshall Herskovitz,Margaret Rosenthal|Jeannine Dominy,Catherine McCormack|Rufus Sewell|Oliver Platt
4699,Péché originel,"A woman, along with her lover, plans to con a rich man by marrying him, earning his trust, and then running away with all his money. Everything goes as planned until she falls in love with him.",Tous publics,"1h 56m",https://m.media-amazon.com/images/M/MV5BMWI2OTc4OWMtMTI3OC00ZDE3LWJkNjMtZDhlYzQ0YjAzYjQ5XkEyXkFqcGdeQXVyODc0OTEyNDU@._V1_FMjpg_UX856_.jpg,Michael Cristofer,Cornell Woolrich|Michael Cristofer,Antonio Banderas|Angelina Jolie|Thomas Jane
1976,Meurtres en 3 dimensions,Jason Voorhees stalks a group of friends who have just arrived to spend the weekend at a cabin near Crystal Lake.,"13","1h 35m",https://m.media-amazon.com/images/M/MV5BN2JhMmQ4ODAtYmJhMi00NjVjLWE0OGUtYWQwMjBmN2QwYjIyXkEyXkFqcGdeQXVyMTM2ODk1OTQ@._V1_FMjpg_UX712_.jpg,Steve Miner,Martin Kitrosser|Carol Watson|Victor Miller,Dana Kimmell|Tracie Savage|Richard Brooker
8142,Dead or Alive: Hanzaisha,A yakuza of Chinese descent and a Japanese cop each wage their own war against the Japanese mafia. But they are destined to meet. Their encounter will change the world.,"16","1h 45m",https://m.media-amazon.com/images/M/MV5BMzMwZmMwOTgtOTA3MC00NDgyLTg1MDgtNDhhMzViZjk1Zjk4XkEyXkFqcGdeQXVyMTAzMDM4MjM0._V1_FMjpg_UX1064_.jpg,Takashi Miike,Toshiki Kimura,Shô Aikawa|Riki Takeuchi|Renji Ishibashi
31038,Smooth Talk,A free-spirited 15-year-old girl flirts with a dangerous stranger in the Northern California suburbs and must prepare herself for the frightening and traumatic consequences.,PG-13,"1h 32m",https://m.media-amazon.com/images/M/MV5BNTg4NWZmODYtYTAyMS00M2FmLWE1OTYtOWY1YTE2ZTYxNTE0XkEyXkFqcGdeQXVyMTg1MDc3NjY@._V1_FMjpg_UY720_.jpg,Joyce Chopra,Joyce Carol Oates|Tom Cole,Treat Williams|Laura Dern|Mary Kay Place
75803,La guerre des pères,"The weeks leading up to a young couple's wedding are comic and stressful, especially as their respective fathers try to lay their long standing feud to rest.",Tous publics,"1h 43m",https://m.media-amazon.com/images/M/MV5BNjcxNTAwMTkzOV5BMl5BanBnXkFtZTcwNDYzMTUxMw@@._V1_FMjpg_UX1280_.jpg,Rick Famuyiwa,Wayne Conley|Malcolm Spellman|Rick Famuyiwa,America Ferrera|Forest Whitaker|Carlos Mencia
69988,Humpday,Two guys take their bromance to another level when they participate in an art film project.,R,"1h 34m",https://m.media-amazon.com/images/M/MV5BMTg0NDQ3MzQ3M15BMl5BanBnXkFtZTcwNzc5MjYyMg@@._V1_FMjpg_UX640_.jpg,Lynn Shelton,Lynn Shelton,Mark Duplass|Joshua Leonard|Alycia Delmore
542,L'apprenti fermier,"Having gotten a taste of college life, a drastically changed farm girl returns home for Thanksgiving break with her best friend, a flamboyant party animal who is clearly a fish out of water in a small farm town.",PG-13,"1h 35m",https://m.media-amazon.com/images/M/MV5BODU2OTc3NjgtZmViMy00MDc5LWI3ODctMmRiMzVmMTVjYzkzXkEyXkFqcGdeQXVyMjUyNDk2ODc@._V1_FMjpg_UX1280_.jpg,Steve Rash,Patrick J. Clifton|Susan McMartin|Peter M. Lenkov,Pauly Shore|Carla Gugino|Lane Smith
3111,Les saisons du coeur,"In central Texas in the 1930s, a widow with two small children tries to save her small 40-acre farm with the help of a blind boarder and an itinerant black handyman.",Tous publics,"1h 51m",https://m.media-amazon.com/images/M/MV5BOGMzZDZiOGItMzUwYy00MWUxLTgzZTktNWViMTg0ZGNjMTM3XkEyXkFqcGdeQXVyMjQ3NDc5MzY@._V1_FMjpg_UX679_.jpg,Robert Benton,Robert Benton,Sally Field|Lindsay Crouse|Ed Harris
89904,The Artist,"When George, a silent movie superstar, meets Peppy Miller, a dancer, sparks fly between the two. However, after the introduction of talking pictures, their fortunes change, affecting their dynamic.",Tous publics,"1h 40m",https://m.media-amazon.com/images/M/MV5BNjU3YWYxOTktN2ZmNS00NjI0LThmZmYtMDY2ZGIzNzExMzlkXkEyXkFqcGdeQXVyMTA4NjE0NjEy._V1_FMjpg_UX560_.jpg,Michel Hazanavicius,Michel Hazanavicius,Jean Dujardin|Bérénice Bejo|John Goodman
109487,Interstellar,"When Earth becomes uninhabitable in the future, a farmer and ex-NASA pilot, Joseph Cooper, is tasked to pilot a spacecraft, along with a team of researchers, to find a new planet for humans.",Tous publics,"2h 49m",https://m.media-amazon.com/images/M/MV5BMTJiNmQ2MmQtOTdkMy00MmY3LWJmMTctZGQ5YmRkYjkyZTMyXkEyXkFqcGdeQXVyMTYzMDM0NTU@._V1_FMjpg_UX1145_.jpg,Christopher Nolan,Jonathan Nolan|Christopher Nolan,Matthew McConaughey|Anne Hathaway|Jessica Chastain
173197,The Square,A prestigious Stockholm museum's chief art curator finds himself in times of both professional and personal crisis as he attempts to set up a controversial new exhibit.,Tous publics,"2h 31m",https://m.media-amazon.com/images/M/MV5BMGI4YzY3MzEtNjU3YS00NDcxLWIwNjEtMTlhN2E0ZjY4YzcxXkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_FMjpg_UY720_.jpg,Ruben Östlund,Ruben Östlund,Claes Bang|Elisabeth Moss|Dominic West
50804,Hannibal Lecter : Les Origines du mal,"After the death of his parents during World War II, young Hannibal Lecter moves in with his beautiful aunt and begins plotting revenge on the barbarians responsible for his sister's death.","12","2h 1m",https://m.media-amazon.com/images/M/MV5BMGZkZmVlMzEtMWY2ZS00MWRiLThjMDQtMDcwOWQ2OGJjYTNhXkEyXkFqcGdeQXVyODc0OTEyNDU@._V1_FMjpg_UX508_.jpg,Peter Webber,Thomas Harris,Gaspard Ulliel|Rhys Ifans|Gong Li
4149,Diablesse,A pair of buddies conspire to save their best friend from marrying the wrong woman.,Tous publics,"1h 30m",https://m.media-amazon.com/images/M/MV5BM2QzNzAxOTAtN2QzOS00NTRkLThlMmEtNGU0OGJhYTA5OGNkXkEyXkFqcGdeQXVyMTEwNDU1MzEy._V1_FMjpg_UY720_.jpg,Dennis Dugan,Hank Nelken|Greg DePaul,Jason Biggs|Steve Zahn|Jack Black
34326,Last Days,A Seattle musician's life and career are reminiscent of those of Kurt Cobain.,R,"1h 37m",https://m.media-amazon.com/images/M/MV5BMWRkODk5MjEtYzNmZS00M2Y1LThhNGItYzFlNGE4NTU4MzY4XkEyXkFqcGdeQXVyMjUyNDk2ODc@._V1_FMjpg_UX1050_.jpg,Gus Van Sant,Gus Van Sant,Michael Pitt|Lukas Haas|Asia Argento
71867,La merditude des choses,"A thirty-something novelist and impending father looks back on his all-too-formative years in the hapless, alcohol-ridden milieu of his youth in 1980s rural Flanders, Belgium.",Tous publics,"1h 48m",https://m.media-amazon.com/images/M/MV5BNjYzNjU2ODM2MF5BMl5BanBnXkFtZTgwMzI3NjcwMzE@._V1_FMjpg_UX333_.jpg,Felix van Groeningen,Christophe Dirickx|Dimitri Verhulst|Felix van Groeningen,Kenneth Vanbaeden|Valentijn Dhaenens|Koen De Graeve
70728,Bronson,"A young man who was sentenced to seven years in prison for robbing a post office ends up spending three decades in solitary confinement. During this time, his own personality is supplanted by his alter-ego, Charles Bronson.","12","1h 32m",https://m.media-amazon.com/images/M/MV5BMTgwMjAxNzcyNl5BMl5BanBnXkFtZTgwNTIzODc5MDI@._V1_FMjpg_UX1269_.jpg,Nicolas Winding Refn,Brock Norman Brock|Nicolas Winding Refn,Tom Hardy|Kelly Adams|Luing Andrews
114713,Annabelle,A couple begins to experience terrifying supernatural occurrences involving a vintage doll shortly after their home is invaded by satanic cultists.,"12","1h 39m",https://m.media-amazon.com/images/M/MV5BODJmN2YyZGEtMTFmNy00MjNmLWExYzAtOTlkNjk2NGZlNjcwXkEyXkFqcGdeQXVyODIyOTEyMzY@._V1_FMjpg_UY720_.jpg,John R. Leonetti,Gary Dauberman,Ward Horton|Annabelle Wallis|Alfre Woodard
4381,Le placard,"A man spreads the rumor of his fake homosexuality with the aid of his neighbor, to prevent his imminent firing at his work.",Tous publics,"1h 24m",https://m.media-amazon.com/images/M/MV5BYWE2ZmIyNDEtMDhhMC00OGRkLWI3ODAtODRkYTZkZTA1NzcwXkEyXkFqcGdeQXVyNDQ0MTYzMDA@._V1_FMjpg_UX1071_.jpg,Francis Veber,Francis Veber,Daniel Auteuil|Gérard Depardieu|Thierry Lhermitte
4957,Sudden Impact - Le retour de l'inspecteur Harry,"When a woman exacts deadly revenge on the aggressors who raped her and her sister ten years earlier, Inspector ""Dirty"" Harry Callahan is assigned to the case.","12","1h 57m",https://m.media-amazon.com/images/M/MV5BZTIxZjc2NmUtZDZmYi00YTU3LWE3MjQtOGZhYjJlODlhYTE1XkEyXkFqcGdeQXVyMjc1NDA2OA@@._V1_FMjpg_UY720_.jpg,Clint Eastwood,Harry Julian Fink|Rita M. Fink|Joseph Stinson,Clint Eastwood|Sondra Locke|Pat Hingle
6952,Gothika,"A psychiatrist awakens as a patient in a mental institution, with no memory of the murder she's accused of committing. As she tries to regain her memory, a vengeful spirit manipulates her.","12","1h 38m",https://m.media-amazon.com/images/M/MV5BOWVlYjk3NmUtZTFmYS00MTk3LWE4ZDUtNzYxNjk1MDEwYjBjXkEyXkFqcGdeQXVyMTYzMDM0NTU@._V1_FMjpg_UX571_.jpg,Mathieu Kassovitz,Sebastian Gutierrez,Halle Berry|Penélope Cruz|Robert Downey Jr.
79592,Very Bad Cops,"Two mismatched New York City detectives seize an opportunity to step up like the city's top cops, whom they idolize, only things don't quite go as planned.",Tous publics,"1h 47m",https://m.media-amazon.com/images/M/MV5BNDRmNjdjZGQtM2U3OS00Y2FmLTg5OGMtNjFlODdhNTE0MDMyXkEyXkFqcGdeQXVyODIyOTEyMzY@._V1_FMjpg_UX600_.jpg,Adam McKay,Adam McKay|Chris Henchy,Will Ferrell|Mark Wahlberg|Derek Jeter
5733,L'oeil du témoin,A janitor who claims he's seen a murder becomes romantically involved with the glamorous TV reporter covering the story.,R,"1h 43m",https://m.media-amazon.com/images/M/MV5BMmQ3NDE3NzMtZmQ2YS00YjIwLWI2ZDUtMjdiMDdkYTY2YTE5XkEyXkFqcGdeQXVyODIyOTEyMzY@._V1_FMjpg_UX252_.jpg,Peter Yates,Steve Tesich,William Hurt|Sigourney Weaver|Christopher Plummer
5700,L'incroyable homme puma,"Thousands of years ago, aliens visited Earth and fathered the Pumaman, a man-god with supernatural powers entrusted by a gold mask with the ability to control people's minds, which in present-day London, falls upon the wrong hands.","1980","1h 30m",https://m.media-amazon.com/images/M/MV5BMTIwNGE2NjQtZjhmOC00OTE4LWExNGYtN2VlMTFjNjEwZTMwXkEyXkFqcGdeQXVyMjA0MzYwMDY@._V1_FMjpg_UX426_.jpg,Alberto De Martino,Massimo De Rita|Luigi Angelo|Alberto De Martino,Walter George Alton|Donald Pleasence|Miguel Ángel Fuentes
558,Richard au pays des livres magiques,"A cowardly boy, who buries himself in accident statistics, enters a library to escape a storm, only to be transformed into an animated illustration by the Pagemaster. He has to work through obstacles from classic books to return to real-life.",Tous publics,"1h 20m",https://m.media-amazon.com/images/M/MV5BMDhlZjdlMDYtODdmMC00YmZmLWI3MjAtMGEwZGY3MjU4NzdkXkEyXkFqcGdeQXVyMTAzMDM4MjM0._V1_FMjpg_UX663_.jpg,Pixote Hunt|Joe Johnston,David Kirschner|David Casci|Ernie Contreras,Macaulay Culkin|Christopher Lloyd|Kanin Howell
2573,Tango,"Mario Suarez is a forty-something tango artist, whose wife Laura has left him. He leaves his apartment and starts preparing a film about tango.",Tous publics,"1h 55m",https://m.media-amazon.com/images/M/MV5BYmRjMjBmMWQtZDY2Yi00N2EyLWJhZmEtMDNhMmI0ZWNhMTUwXkEyXkFqcGdeQXVyNDQxOTAyNA@@._V1_FMjpg_UX1216_.jpg,Carlos Saura,Carlos Saura,Miguel Ángel Solá|Cecilia Narova|Mía Maestro
75816,Women in Trouble,"A serpentine day in the life of ten seemingly desperate women: a porn star, a flight attendant, a psychiatrist, a masseuse, a bartender, a pair of call girls, an actress, a masseuse. All of them with one crucial thing in common. Trouble.",Tous publics,"1h 32m",https://m.media-amazon.com/images/M/MV5BMjAzOTU1NjgzNl5BMl5BanBnXkFtZTcwOTI0NDQ5Mg@@._V1_FMjpg_UX1072_.jpg,Sebastian Gutierrez,Sebastian Gutierrez,Carla Gugino|Adrianne Palicki|Connie Britton
74948,Harry Brown,An elderly ex-serviceman and widower looks to avenge his best friend's murder by doling out his own form of justice.,"12 avec avertissement","1h 43m",https://m.media-amazon.com/images/M/MV5BMTM1NTQ5Mjc1NV5BMl5BanBnXkFtZTcwNTQxMTY5Mg@@._V1_FMjpg_UX1000_.jpg,Daniel Barber,Gary Young,Michael Caine|Emily Mortimer|David Bradley
255,The Jerky Boys,A hilarious prank phone call pushes the buttons of an angry mob boss.,R,"1h 22m",https://m.media-amazon.com/images/M/MV5BMjllOGM1NWUtMzU4Yi00NDU5LWJlMmYtNDEyZTY0ZmY5NTFjXkEyXkFqcGdeQXVyNTc0NjY1ODk@._V1_FMjpg_UX688_.jpg,James Melkonian,James Melkonian|Rich Wilkes|John G. Brennan,John G. Brennan|Kamal Ahmed|Alan Arkin
134246,Survivor,"A Foreign Service Officer in London tries to prevent a terrorist attack set to hit New York City, but is forced to go on the run when she is framed for crimes she did not commit.",Tous publics,"1h 36m",https://m.media-amazon.com/images/M/MV5BYzdkZGEyNDEtZThkMS00ODJhLThlNmQtZDJlOTk4ZTgzNGZhXkEyXkFqcGdeQXVyODc0OTEyNDU@._V1_FMjpg_UX420_.jpg,James McTeigue,Philip Shelby,Milla Jovovich|Pierce Brosnan|Dylan McDermott
3947,La loi du milieu,"When his brother dies under mysterious circumstances in a car accident, London gangster Jack Carter travels to Newcastle to investigate.",Tous publics,"1h 52m",https://m.media-amazon.com/images/M/MV5BZWMxN2IyOGMtOWJjMi00N2VhLThhZDAtNWZkNDE2MGQ3YTU2XkEyXkFqcGdeQXVyMTIzMzQ1ODg4._V1_FMjpg_UX1203_.jpg,Mike Hodges,Mike Hodges|Ted Lewis,Michael Caine|Ian Hendry|Britt Ekland
2676,Instinct,"When noted anthropologist Dr. Ethan Powell, who left society to live in the jungle, is imprisoned for murder, it's up to young psychiatrist Theo Caulder to get through to him.",Tous publics,"2h 6m",https://m.media-amazon.com/images/M/MV5BNTUwMGEwMGItMzk0YS00MjQ1LWE2NmUtNjhmMWEwNTI0NGRlXkEyXkFqcGdeQXVyMjEzNDY2MzI@._V1_FMjpg_UX960_.jpg,Jon Turteltaub,Gerald Di Pego|Daniel Quinn,Anthony Hopkins|Cuba Gooding Jr.|Donald Sutherland
134783,Entourage,"Movie star Vincent Chase, together with his boys Eric, Turtle, and Johnny, are back - and back in business with super agent-turned-studio head Ari Gold on a risky project that will serve as Vince's directorial debut.",R,"1h 44m",https://m.media-amazon.com/images/M/MV5BNjk1OTQ4MDc4M15BMl5BanBnXkFtZTgwOTgxODIzMjE@._V1_FMjpg_UY720_.jpg,Doug Ellin,Doug Ellin|Rob Weiss,Adrian Grenier|Kevin Connolly|Jerry Ferrara
